title,id,genre,release_date,budget,revenue,vote_average
Jack and Jill,71880,Comedy,2011.0,79000000,149673788,4.1
War Horse,57212,Drama,2011.0,66000000,177584879,7.0
The Big Year,73937,Comedy,2011.0,41000000,7448385,5.6
We Need to Talk About Kevin,71859,Drama,2011.0,7000000,6038942,7.4
The Raid,94329,Action,2011.0,1100000,4105187,7.3
Your Sister's Sister,84355,Drama,2011.0,125000,3200000,6.5
Drive Angry,47327,Fantasy,2011.0,50000000,28931401,5.3
Diary of a Wimpy Kid: Rodrick Rules,60307,Family,2011.0,21000000,72417394,6.3
Glee: The Concert Movie,67675,Documentary,2011.0,9000000,18663238,6.8
The Flowers of War,76758,Drama,2011.0,94000000,95311434,7.1
The Adventures of Tintin,17578,Adventure,2011.0,130000000,371940071,6.7
I Don't Know How She Does It,70868,Romance,2011.0,24000000,30551495,5.0
Another Earth,55420,Drama,2011.0,100000,1776935,6.8
Zookeeper,38317,Comedy,2011.0,80000000,169852759,5.3
Like Crazy,60420,Drama,2011.0,250000,3542353,6.4
Prom,51588,Comedy,2011.0,8000000,10130000,5.7
Johnny English Reborn,58233,Crime,2011.0,45000000,160078586,6.0
Sherlock Holmes: A Game of Shadows,58574,Adventure,2011.0,125000000,334615000,7.0
The Ides of March,10316,Drama,2011.0,12500000,75993061,6.5
Shame,76025,Drama,2011.0,6500000,17693675,7.0
Pirates of the Caribbean: On Stranger Tides,1865,Adventure,2011.0,380000000,1045713802,6.4
50/50,40807,Comedy,2011.0,8000000,39187783,7.0
Immortals,37958,Fantasy,2011.0,75000000,226904017,5.7
The Mechanic,27582,Action,2011.0,40000000,51070807,6.3
Fast Five,51497,Action,2011.0,125000000,626137675,7.1
Sucker Punch,23629,Action,2011.0,82000000,89792502,5.9
Red Riding Hood,49730,Fantasy,2011.0,42000000,89162162,5.6
The Innkeepers,58428,Horror,2011.0,750000,78396,5.4
30 Minutes or Less,62206,Action,2011.0,28000000,40547440,5.6
Kill List,74725,Horror,2011.0,500000,171760,6.0
The Muppets,64328,Comedy,2011.0,45000000,165184237,6.5
The Grace Card,54897,Drama,2011.0,200000,2295733,6.5
Albert Nobbs,73873,Drama,2011.0,8000000,5634828,6.2
Soul Surfer,43959,Action,2011.0,18000000,47088990,6.9
Jumping the Broom,57119,Comedy,2011.0,6600000,37710610,6.0
Battle: Los Angeles,44943,Action,2011.0,70000000,202466756,5.5
Dream House,69668,Drama,2011.0,50000000,38502340,5.8
A Very Harold & Kumar Christmas,55465,Comedy,2011.0,19000000,35387212,6.0
Killer Elite,49021,Action,2011.0,66000000,57777106,6.1
New Year's Eve,62838,Comedy,2011.0,56000000,142044638,5.7
A Dangerous Method,48231,Drama,2011.0,15000000,27462041,6.2
The Girl with the Dragon Tattoo,65754,Thriller,2011.0,90000000,232617430,7.2
Warrior,59440,Action,2011.0,25000000,23057115,7.7
The Awakening,77949,Horror,2011.0,4798235,209696,6.3
Take Shelter,64720,Thriller,2011.0,5000000,3099314,7.1
Mission: Impossible - Ghost Protocol,56292,Action,2011.0,145000000,694713380,6.8
Shark Night,65055,Horror,2011.0,28000000,10126458,4.9
Mr. Popper's Penguins,58224,Comedy,2011.0,55000000,187361754,5.7
Hugo,44826,Adventure,2011.0,170000000,185770160,7.0
Courageous,72213,Drama,2011.0,1000000,34522221,6.8
What's Your Number?,63492,Comedy,2011.0,20000000,30426096,6.2
Ghost Rider: Spirit of Vengeance,71676,Action,2011.0,57000000,149217355,4.7
Silent House,92182,Horror,2011.0,2000000,13101672,5.2
Higher Ground,50875,Drama,2011.0,2000000,841733,5.3
Mars Needs Moms,50321,Adventure,2011.0,150000000,38992758,5.5
Kung Fu Panda 2,49444,Animation,2011.0,150000000,665692281,6.7
The Help,50014,Drama,2011.0,25000000,124272124,7.8
Red State,48572,Horror,2011.0,4000000,1104682,5.9
Another Happy Day,60422,Comedy,2011.0,4000000,355688,6.2
A Lonely Place to Die,81390,Adventure,2011.0,4000000,25345000,6.2
Hop,50359,Animation,2011.0,63000000,183953723,5.5
No Strings Attached,41630,Comedy,2011.0,25000000,147780440,6.1
Priest,38321,Action,2011.0,60000000,78309131,5.4
Hobo with a Shotgun,49010,Action,2011.0,3000000,748453,5.7
Contagion,39538,Drama,2011.0,60000000,137551594,6.2
Monte Carlo,59860,Adventure,2011.0,20000000,17425000,6.0
The Sitter,57431,Comedy,2011.0,25000000,34942188,5.4
Margin Call,50839,Thriller,2011.0,3500000,19504039,6.7
X-Men: First Class,49538,Action,2011.0,160000000,353624124,7.1
The Descendants,65057,Comedy,2011.0,20000000,177243185,6.7
Your Highness,38319,Comedy,2011.0,49900000,26121638,5.2
Apollo 18,50357,Horror,2011.0,5000000,25562924,5.0
The Change-Up,49520,Comedy,2011.0,52000000,75450437,5.9
Puss in Boots,417859,Action,2011.0,130000000,554987477,6.4
Tower Heist,59108,Action,2011.0,75000000,152930623,5.8
Cars 2,49013,Animation,2011.0,200000000,559852396,5.8
Green Lantern,44912,Adventure,2011.0,200000000,219851172,5.1
Take Me Home Tonight,50725,Comedy,2011.0,19000000,6928068,6.2
Rise of the Planet of the Apes,61791,Thriller,2011.0,93000000,482860185,7.0
Anonymous,61891,Drama,2011.0,30000000,15395087,6.3
The Devil's Double,62630,Drama,2011.0,19100000,5728213,6.5
The Guard,67913,Action,2011.0,6000000,19560274,6.8
I Am Number Four,46529,Action,2011.0,50000000,144492830,5.9
The Three Musketeers,52451,Adventure,2011.0,75000000,132274484,5.6
The 5th Quarter,59728,Drama,2011.0,6000000,399611,4.7
Snow Flower and the Secret Fan,58882,Drama,2011.0,134005,1332231,5.3
Carnage,72113,Comedy,2011.0,25000000,27603069,7.0
Straw Dogs,64639,Drama,2011.0,25000000,10324441,5.5
Spy Kids: All the Time in the World,56288,Family,2011.0,27000000,85564310,4.4
Moneyball,60308,Drama,2011.0,50000000,110206216,7.0
"Crazy, Stupid, Love.",50646,Comedy,2011.0,50000000,142851197,7.0
Hall Pass,48988,Comedy,2011.0,36000000,83160734,5.4
Happy Feet Two,65759,Animation,2011.0,130000000,150406466,5.8
Transformers: Dark of the Moon,38356,Action,2011.0,195000000,1123746996,6.1
We Bought a Zoo,74465,Drama,2011.0,50000000,120081841,6.5
Dylan Dog: Dead of Night,43935,Action,2011.0,20000000,4634062,4.5
Captain America: The First Avenger,1771,Action,2011.0,140000000,370569774,6.6
Paranormal Activity 3,72571,Horror,2011.0,5000000,205703818,5.9
Super 8,37686,Thriller,2011.0,50000000,260095987,6.6
The Adjustment Bureau,38050,Science Fiction,2011.0,50200000,127869379,6.5
Rio,46195,Animation,2011.0,90000000,484635760,6.5
The Beaver,50780,Drama,2011.0,21000000,970816,6.3
Our Idiot Brother,59968,Comedy,2011.0,10000000,17273593,5.9
Bad Teacher,52449,Comedy,2011.0,20000000,216197492,5.4
Thor,10195,Adventure,2011.0,150000000,449326618,6.6
Rango,44896,Animation,2011.0,135000000,245724603,6.6
My Week with Marilyn,75900,Drama,2011.0,6400000,35057696,6.6
The Darkest Hour,71469,Horror,2011.0,30000000,64626786,4.8
Beastly,38117,Drama,2011.0,17000000,43165571,6.0
Sanctum,48340,Action,2011.0,30000000,108609310,5.8
Young Adult,57157,Comedy,2011.0,12000000,22939027,5.6
Scream 4,41446,Horror,2011.0,40000000,97138686,6.1
Larry Crowne,59861,Comedy,2011.0,30000000,36160375,5.7
The Rite,48171,Drama,2011.0,37000000,96047633,5.8
Killer Joe,73567,Crime,2011.0,10000000,3665069,6.5
Fright Night,58151,Horror,2011.0,17000000,24922237,6.0
Alvin and the Chipmunks: Chipwrecked,55301,Comedy,2011.0,75000000,342695435,5.4
Final Destination 5,55779,Horror,2011.0,47000000,157887643,5.9
Just Go with It,50546,Romance,2011.0,80000000,214918407,6.3
The Roommate,49950,Thriller,2011.0,16000000,40492759,5.3
Coriolanus,101173,Drama,2011.0,7700000,1072602,5.9
A Better Life,55720,Drama,2011.0,10000000,1759252,7.0
The Iron Lady,71688,History,2011.0,13000000,114956699,6.2
Haywire,70435,Action,2011.0,23000000,33372606,5.6
Hoodwinked Too! Hood VS. Evil,57089,Comedy,2011.0,30000000,13521829,4.8
The Best Exotic Marigold Hotel,74534,Drama,2011.0,10000000,136836156,6.9
Unknown,48138,Action,2011.0,30000000,130786397,6.5
The Tree of Life,8967,Drama,2011.0,32000000,54674226,6.5
"Jeff, Who Lives at Home",82532,Drama,2011.0,10000000,4417580,6.1
The Lincoln Lawyer,50348,Crime,2011.0,40000000,85412898,7.0
Extremely Loud & Incredibly Close,64685,Drama,2011.0,40000000,55247881,6.9
The Artist,74643,Drama,2011.0,15000000,133432856,7.3
Winnie the Pooh,51162,Animation,2011.0,30000000,14460000,6.8
Friends with Benefits,50544,Romance,2011.0,35000000,150483765,6.5
Midnight in Paris,59436,Fantasy,2011.0,30000000,151119219,7.4
Horrible Bosses,51540,Comedy,2011.0,35000000,117000000,6.5
Dolphin Tale,62837,Drama,2011.0,37000000,95404397,6.7
Colombiana,62835,Action,2011.0,40000000,60965854,6.5
1911,76349,Adventure,2011.0,30000000,108348,5.0
The Green Hornet,40805,Action,2011.0,120000000,227817248,5.5
"Big Mommas: Like Father, Like Son",38322,Crime,2011.0,32000000,83615414,5.3
Something Borrowed,49022,Comedy,2011.0,35000000,59901913,5.9
Legend of a Rabbit,173931,Animation,2011.0,19000000,2570000,3.0
In the Land of Blood and Honey,79777,Drama,2011.0,10000000,303877,5.8
Machine Gun Preacher,45610,Action,2011.0,30000000,2527904,6.4
Water for Elephants,55787,Drama,2011.0,38000000,114156230,6.7
The Hangover Part II,45243,Comedy,2011.0,80000000,254455986,6.2
One Day,51828,Drama,2011.0,15000000,59389433,7.0
Bridesmaids,55721,Comedy,2011.0,32500000,288383523,6.5
Abduction,59965,Thriller,2011.0,35000000,82087155,5.6
Real Steel,39254,Action,2011.0,110000000,299268508,6.6
Paul,39513,Adventure,2011.0,40000000,97552050,6.5
J. Edgar,88794,Drama,2011.0,35000000,84606030,6.0
Hanna,50456,Action,2011.0,30000000,63782078,6.5
Melancholia,62215,Drama,2011.0,7400000,21817298,7.0
The Smurfs,41513,Animation,2011.0,110000000,563749323,5.5
In Time,49530,Action,2011.0,40000000,173930596,6.7
Attack the Block,59678,Action,2011.0,14350531,3964682,6.3
Drive,64690,Drama,2011.0,15000000,78054825,7.4
Justin Bieber: Never Say Never,54518,Documentary,2011.0,13000000,98441954,4.8
Source Code,45612,Thriller,2011.0,32000000,147332697,7.1
Promised Land,133694,Drama,2012.0,15000000,8138788,6.0
Bernie,92591,Comedy,2012.0,5000000,9206470,6.5
The Dictator,76493,Comedy,2012.0,65000000,179379533,5.9
House at the End of the Street,82505,Horror,2012.0,6900000,44287131,5.6
The Words,83686,Drama,2012.0,6000000,13231461,6.4
The Snow Queen,164372,Animation,2012.0,7000000,12400000,5.1
The Pirates! In an Adventure with Scientists!,72197,Animation,2012.0,60000000,118338361,6.4
This Means War,59962,Action,2012.0,65000000,156974557,5.9
Wreck-It Ralph,82690,Family,2012.0,165000000,471222889,7.1
Resident Evil: Retribution,71679,Action,2012.0,65000000,240159255,5.6
The Five-Year Engagement,72207,Comedy,2012.0,30000000,53909751,5.7
Safe House,59961,Action,2012.0,85000000,208076205,6.3
2016: Obama's America,126509,Documentary,2012.0,2500000,33400000,4.6
Robot & Frank,84329,Science Fiction,2012.0,2500000,3325038,6.8
Hope Springs,82696,Drama,2012.0,30000000,114281051,5.8
This Is 40,89492,Comedy,2012.0,35000000,88058786,5.6
Looper,59967,Action,2012.0,30000000,47042000,6.6
Snow White and the Huntsman,58595,Adventure,2012.0,170000000,396600000,5.8
Ernest & Celestine,126319,Animation,2012.0,12516654,8109160,7.6
The Guilt Trip,82687,Comedy,2012.0,40000000,41863726,5.4
American Reunion,71552,Comedy,2012.0,50000000,234989584,6.1
End of Watch,77016,Crime,2012.0,7000000,48126384,7.2
ParaNorman,77174,Family,2012.0,60000000,107139399,6.7
Bachelorette,84174,Comedy,2012.0,3000000,11947954,5.3
Frankenweenie,62214,Animation,2012.0,39000000,35287788,6.6
Silent Hill: Revelation 3D,61012,Thriller,2012.0,20000000,52302796,5.0
Parental Guidance,88042,Comedy,2012.0,25000000,119772232,5.7
Wrath of the Titans,57165,Adventure,2012.0,150000000,301000000,5.5
Dark Shadows,62213,Comedy,2012.0,150000000,245527149,5.7
Arbitrage,60599,Drama,2012.0,12000000,35485056,6.1
The Cold Light of Day,77948,Action,2012.0,20000000,16863583,4.8
Zero Dark Thirty,97630,Thriller,2012.0,40000000,132820716,6.7
Quartet,121826,Drama,2012.0,11000000,59520298,6.3
The Lucky One,77877,Drama,2012.0,25000000,99357138,6.8
What to Expect When You're Expecting,76494,Romance,2012.0,40000000,79700000,5.8
Cloud Atlas,83542,Drama,2012.0,102000000,130482868,6.6
Red Tails,72431,Drama,2012.0,58000000,50365377,5.9
That's My Boy,87428,Comedy,2012.0,70000000,58058367,5.5
Madagascar 3: Europe's Most Wanted,80321,Animation,2012.0,145000000,746921274,6.4
The Cabin in the Woods,22970,Horror,2012.0,30000000,66486080,6.5
The Sweeney,116613,Action,2012.0,3730500,6294161,5.7
Lockout,81796,Action,2012.0,20000000,32204030,5.8
The Watch,80035,Comedy,2012.0,68000000,68267862,5.3
The Raven,70436,Crime,2012.0,26000000,29657751,6.1
Rise of the Guardians,81188,Fantasy,2012.0,145000000,306941670,7.1
The Grey,75174,Action,2012.0,25000000,77278331,6.4
Ted,72105,Comedy,2012.0,50000000,549368315,6.3
Contraband,77866,Thriller,2012.0,25000000,63100000,6.1
Think Like a Man,67660,Comedy,2012.0,12000000,96070507,6.9
Mirror Mirror,62764,Adventure,2012.0,85000000,183018522,5.5
Jack Reacher,75780,Crime,2012.0,60000000,218340595,6.3
The Impossible,80278,Thriller,2012.0,42000000,180274123,7.0
The Hobbit: An Unexpected Journey,49051,Adventure,2012.0,250000000,1021103568,7.0
The Woman in Black,65086,Drama,2012.0,17000000,127730736,6.1
Deadfall,97614,Crime,2012.0,12000000,66351,5.6
Big Miracle,78698,Adventure,2012.0,40000000,24719215,6.6
Act of Valor,75674,Action,2012.0,12000000,81272766,6.3
Moonrise Kingdom,83666,Comedy,2012.0,16000000,68263166,7.6
The Hunger Games,70160,Science Fiction,2012.0,75000000,691210692,6.9
For Greater Glory - The True Story of Cristiada,96399,History,2012.0,12000000,9622846,6.4
Chronicle,76726,Science Fiction,2012.0,15000000,145000000,6.6
A Thousand Words,72358,Drama,2012.0,40000000,22044277,6.0
The Twilight Saga: Breaking Dawn - Part 2,50620,Adventure,2012.0,120000000,829000000,6.1
Sinister,82507,Horror,2012.0,3000000,77712439,6.7
Project X,57214,Comedy,2012.0,12000000,100000000,6.5
The Hunt,103663,Drama,2012.0,3800000,16800000,7.9
The Three Stooges,76489,Comedy,2012.0,30000000,54819301,4.9
Paranormal Activity 4,82990,Horror,2012.0,5000000,142817992,5.2
Katy Perry: Part of Me,101267,Documentary,2012.0,12000000,32726956,6.5
Hotel Transylvania,76492,Animation,2012.0,85000000,358375603,6.8
The Possession,77883,Horror,2012.0,14000000,85446075,5.8
The Perks of Being a Wallflower,84892,Drama,2012.0,13000000,33400000,7.7
Stitches,115210,Horror,2012.0,100000,95000,5.5
The Iceman,68812,Thriller,2012.0,20000000,1969193,6.4
Diary of a Wimpy Kid: Dog Days,82650,Comedy,2012.0,22000000,77112176,6.0
Argo,68734,Drama,2012.0,44500000,232324128,7.1
Les Misérables,82695,Drama,2012.0,61000000,441809770,7.1
Stolen,127493,Action,2012.0,35000000,2106557,5.1
Safety Not Guaranteed,84332,Comedy,2012.0,750000,4007792,6.8
On the Road,83770,Adventure,2012.0,25000000,8784318,5.5
"For a Good Time, Call...",84200,Comedy,2012.0,850000,1243961,5.8
Battleship,44833,Thriller,2012.0,209000000,303025485,5.5
The Act of Killing,123678,Documentary,2012.0,1000000,444575,7.5
Hit & Run,109513,Action,2012.0,2000000,14400000,5.5
Flight,87502,Drama,2012.0,31000000,161772375,6.5
The Sessions,113947,Drama,2012.0,1000000,9138338,6.6
Skyfall,37724,Action,2012.0,200000000,1108561013,6.9
The Devil Inside,76487,Thriller,2012.0,1000000,101758490,4.6
Seeking a Friend for the End of the World,88005,Comedy,2012.0,10000000,9636289,6.3
Fun Size,82679,Comedy,2012.0,14000000,11417362,5.5
Dredd,49049,Action,2012.0,50000000,41037742,6.6
Underworld: Awakening,52520,Fantasy,2012.0,70000000,160112671,6.1
The Bourne Legacy,49040,Action,2012.0,130000000,276572938,6.0
The Amazing Spider-Man,1930,Action,2012.0,215000000,752215857,6.5
21 Jump Street,64688,Action,2012.0,42000000,201585328,6.7
The Expendables 2,76163,Action,2012.0,100000000,312573423,6.1
Journey 2: The Mysterious Island,72545,Adventure,2012.0,79000000,355692760,5.8
Prometheus,70981,Science Fiction,2012.0,130000000,403170142,6.3
Wanderlust,50647,Comedy,2012.0,35000000,24159934,5.3
The Dark Knight Rises,49026,Action,2012.0,250000000,1084939099,7.6
John Carter,49529,Action,2012.0,260000000,284139100,6.1
Amour,86837,Drama,2012.0,8900000,19839492,7.5
The Man with the Iron Fists,97430,Action,2012.0,15000000,15608545,5.2
Burn,139948,Foreign,2012.0,225000,111300,6.9
Safe,72387,Action,2012.0,30000000,40346186,6.3
Ice Age: Continental Drift,57800,Animation,2012.0,95000000,877244782,6.2
Life of Pi,87827,Adventure,2012.0,120000000,609016565,7.2
Step Up Revolution,85446,Music,2012.0,33000000,140470746,6.7
Man on a Ledge,49527,Action,2012.0,42000000,46221189,6.2
The Avengers,24428,Science Fiction,2012.0,220000000,1519557910,7.4
Killing Them Softly,64689,Crime,2012.0,15000000,37930465,5.8
Django Unchained,68718,Drama,2012.0,100000000,425368238,7.8
Men in Black 3,41154,Action,2012.0,225000000,624026776,6.2
One for the Money,54054,Action,2012.0,40000000,36893721,5.3
Pitch Perfect,114150,Comedy,2012.0,17000000,115350426,7.3
Sholem Aleichem: Laughing In The Darkness,84401,Documentary,2012.0,500000,845188,7.0
Red Lights,75638,Thriller,2012.0,14000000,13551174,6.0
Rock of Ages,80585,Comedy,2012.0,75000000,59418613,6.0
Foodfight!,116977,Animation,2012.0,65000000,73706,2.3
The Master,68722,Drama,2012.0,32000000,28258060,7.0
Brave,62177,Animation,2012.0,185000000,538983207,6.7
Taken 2,82675,Action,2012.0,45000000,376141306,6.1
To Rome with Love,81836,Romance,2012.0,17000000,73244881,5.6
The Apparition,79694,Horror,2012.0,17000000,9627492,4.5
Abraham Lincoln: Vampire Hunter,72331,Action,2012.0,69000000,112265139,5.5
Beasts of the Southern Wild,84175,Drama,2012.0,1800000,21107746,6.8
Lincoln,72976,History,2012.0,65000000,275293450,6.7
Alex Cross,94348,Action,2012.0,45000000,30353232,5.1
Premium Rush,49526,Crime,2012.0,35000000,31083599,6.2
The Lords of Salem,104755,Horror,2012.0,1500000,1165882,5.1
Silver Linings Playbook,82693,Drama,2012.0,21000000,205738714,6.9
Savages,82525,Crime,2012.0,45000000,82966152,6.2
The Vow,72570,Drama,2012.0,30000000,196114570,7.0
Sparkle,88036,Drama,2012.0,14000000,24637469,5.8
Seven Psychopaths,86838,Comedy,2012.0,15000000,19422261,6.7
Magic Mike,77930,Drama,2012.0,7000000,167221571,6.1
Rush,96721,Drama,2013.0,38000000,90247624,7.7
Pacific Rim,68726,Action,2013.0,180000000,407602906,6.7
The To Do List,129139,Comedy,2013.0,1500000,3566225,5.5
Percy Jackson: Sea of Monsters,76285,Adventure,2013.0,90000000,174578751,5.9
Man of Steel,49521,Action,2013.0,225000000,662845518,6.5
The Fifth Estate,162903,Drama,2013.0,28000000,8555008,5.7
Adore,111190,Drama,2013.0,16000000,318982,6.1
Ender's Game,80274,Science Fiction,2013.0,110000000,125537191,6.6
The Lone Ranger,57201,Action,2013.0,255000000,89289910,5.9
The Butler,132363,Drama,2013.0,25000000,115922175,7.2
Now You See Me,75656,Thriller,2013.0,75000000,117698894,7.3
Broken City,98357,Thriller,2013.0,56000000,19701164,5.7
The Incredible Burt Wonderstone,124459,Comedy,2013.0,30000000,27437881,5.3
Parker,119283,Action,2013.0,35000000,46216641,5.7
Despicable Me 2,93456,Animation,2013.0,76000000,970761885,7.0
The Great Beauty,179144,Comedy,2013.0,12400000,8371085,7.3
This Is the End,109414,Action,2013.0,32000000,126041322,6.3
Only God Forgives,77987,Drama,2013.0,4800000,10337387,5.6
21 & Over,107811,Comedy,2013.0,13000000,48065672,5.7
Free Birds,175574,Animation,2013.0,55000000,110000000,5.7
Cloudy with a Chance of Meatballs 2,109451,Animation,2013.0,78000000,248384621,6.4
The Big Wedding,87567,Comedy,2013.0,35000000,21819348,5.7
The Smurfs 2,77931,Fantasy,2013.0,105000000,347434178,5.5
Her,152601,Romance,2013.0,23000000,47351251,7.9
Captain Phillips,109424,Action,2013.0,55000000,95000000,7.6
Khumba,172391,Animation,2013.0,20000000,27187375,5.8
Walking With Dinosaurs,77951,Animation,2013.0,80000000,126546518,5.2
The Lunchbox,191714,Drama,2013.0,1000000,4235151,7.3
Admission,144340,Comedy,2013.0,13000000,18000000,5.4
White House Down,117251,Action,2013.0,150000000,205366737,6.4
The Canyons,109729,Thriller,2013.0,250000,56825,4.1
The Conjuring,138843,Horror,2013.0,13000000,318000141,7.4
The Last Exorcism Part II,146203,Horror,2013.0,5000000,15179302,4.4
The Internship,116741,Comedy,2013.0,58000000,44000000,6.1
Thor: The Dark World,76338,Action,2013.0,170000000,644571402,6.8
Stoker,86825,Drama,2013.0,12000000,12077441,6.5
The Young and Prodigious T.S. Spivet,157841,Adventure,2013.0,33000000,9494789,6.7
The Mortal Instruments: City of Bones,123553,Action,2013.0,60000000,90565421,6.2
Monsters University,62211,Animation,2013.0,200000000,743559607,7.0
Frozen,109445,Animation,2013.0,150000000,1274219009,7.3
Bad Grandpa,208134,Comedy,2013.0,15000000,151831537,6.0
Homefront,204082,Action,2013.0,22000000,43058898,6.4
47 Ronin,64686,Drama,2013.0,175000000,150962475,5.9
Before Midnight,132344,Romance,2013.0,3000000,11176469,7.4
The Best Offer,152742,Drama,2013.0,13500000,19255873,7.7
Identity Thief,109431,Comedy,2013.0,35000000,173965010,5.6
A Haunted House,139038,Comedy,2013.0,2500000,60141683,5.4
Snitch,134411,Thriller,2013.0,35000000,42930462,5.8
Epic,116711,Animation,2013.0,100000000,268426634,6.4
The Counselor,109091,Thriller,2013.0,25000000,71009334,5.0
Olympus Has Fallen,117263,Action,2013.0,70000000,161025640,6.2
Saving Mr. Banks,140823,Comedy,2013.0,35000000,112544580,7.3
Ida,209274,Drama,2013.0,2159280,10700000,7.1
Home Run,176124,Drama,2013.0,1200000,2861020,6.3
August: Osage County,152737,Comedy,2013.0,25000000,74188937,6.9
2 Guns,136400,Action,2013.0,61000000,131940411,6.6
Legends of Oz: Dorothy's Return,59981,Animation,2013.0,70000000,18662027,5.9
Iron Man 3,68721,Action,2013.0,200000000,1215439994,6.8
Oz: The Great and Powerful,68728,Fantasy,2013.0,200000000,491868548,5.7
Out of the Furnace,164457,Thriller,2013.0,22000000,15400000,6.5
Underdogs,153158,Animation,2013.0,22000000,24000000,6.0
World War Z,72190,Action,2013.0,200000000,531865000,6.7
The Spectacular Now,157386,Comedy,2013.0,2500000,6854611,6.8
Star Trek Into Darkness,54138,Action,2013.0,190000000,467365246,7.4
The Call,158011,Crime,2013.0,13000000,68572378,6.6
The Wolf of Wall Street,106646,Crime,2013.0,100000000,392000694,7.9
Mandela: Long Walk to Freedom,192136,Drama,2013.0,35000000,27330000,6.5
Philomena,205220,Drama,2013.0,12000000,100129872,7.4
12 Years a Slave,76203,Drama,2013.0,20000000,187000000,7.9
Grown Ups 2,109418,Comedy,2013.0,80000000,246984278,5.8
Warm Bodies,82654,Horror,2013.0,35000000,116980662,6.4
The Secret Life of Walter Mitty,116745,Adventure,2013.0,90000000,188133322,7.0
The World's End,107985,Comedy,2013.0,20000000,46089287,6.7
The Great Gatsby,64682,Drama,2013.0,105000000,351040419,7.3
The Hobbit: The Desolation of Smaug,57158,Adventure,2013.0,250000000,958400000,7.6
The Place Beyond the Pines,97367,Drama,2013.0,15000000,35485608,6.8
Scary Movie 5,4258,Comedy,2013.0,20000000,78378744,4.6
Gangster Squad,82682,Crime,2013.0,60000000,105200903,6.2
Texas Chainsaw 3D,76617,Horror,2013.0,20000000,47241945,5.3
The Purge,158015,Science Fiction,2013.0,3000000,89328627,6.0
Delivery Man,146239,Comedy,2013.0,26000000,51164106,6.2
Mama,132232,Horror,2013.0,15000000,146497771,6.0
Escape Plan,107846,Action,2013.0,50000000,122915111,6.7
Blood Ties,190955,Thriller,2013.0,25500000,2415472,6.0
Jack the Giant Slayer,81005,Action,2013.0,195000000,197687603,5.5
We're the Millers,138832,Comedy,2013.0,37000000,269994119,6.8
Nebraska,129670,Drama,2013.0,12000000,17654912,7.4
Elysium,68724,Science Fiction,2013.0,115000000,286140700,6.4
The Croods,49519,Adventure,2013.0,135000000,585178928,6.8
Evil Dead,109428,Horror,2013.0,17000000,97542952,6.4
Space Pirate Captain Harlock,192577,Animation,2013.0,30000000,17137302,6.5
Labor Day,130150,Drama,2013.0,18000000,20275812,6.7
Carrie,133805,Drama,2013.0,30000000,82394288,5.8
Snowpiercer,110415,Action,2013.0,39200000,86758912,6.7
The Railway Man,127560,Drama,2013.0,18000000,22309223,6.7
Runner Runner,146238,Crime,2013.0,30000000,62616646,5.5
Instructions Not Included,211954,Comedy,2013.0,5500000,99067206,7.5
G.I. Joe: Retaliation,72559,Adventure,2013.0,130000000,371876278,5.4
Inside Llewyn Davis,86829,Drama,2013.0,11000000,32935319,7.2
Anchorman 2: The Legend Continues,109443,Comedy,2013.0,50000000,173649015,6.0
The Heat,136795,Action,2013.0,43000000,158674180,6.5
Dallas Buyers Club,152532,Drama,2013.0,5000000,55198285,7.9
Yeh Jawaani Hai Deewani,185008,Romance,2013.0,7700000,46000000,7.2
Oculus,157547,Horror,2013.0,5000000,44030246,6.3
The Way Way Back,147773,Comedy,2013.0,4600000,23198652,7.1
Grudge Match,64807,Comedy,2013.0,40000000,44907260,6.0
All Is Lost,152747,Action,2013.0,9000000,6108720,6.6
Metallica: Through the Never,193613,Music,2013.0,18000000,7972967,6.7
Baggage Claim,175528,Comedy,2013.0,8500000,22456509,5.6
Spring Breakers,122081,Drama,2013.0,5000000,31724284,5.0
The Frozen Ground,199373,Thriller,2013.0,27220000,5496951,6.1
Pain & Gain,134374,Thriller,2013.0,25000000,86175291,6.1
Side Effects,109421,Thriller,2013.0,30000000,63372757,6.4
Turbo,77950,Animation,2013.0,135000000,282570682,6.1
R.I.P.D.,49524,Fantasy,2013.0,130000000,61648500,5.4
The Wolverine,76170,Action,2013.0,120000000,415440673,6.3
Escape from Planet Earth,68179,Animation,2013.0,40000000,74597643,5.7
Blue Jasmine,160588,Comedy,2013.0,18000000,99206215,7.0
Hard to Be a God,110402,Drama,2013.0,7000000,1310673,6.7
Mud,103731,Drama,2013.0,10000000,21587700,7.0
After Earth,82700,Science Fiction,2013.0,130000000,243843127,5.0
Kick-Ass 2,59859,Action,2013.0,28000000,60700000,6.3
Beautiful Creatures,109491,Fantasy,2013.0,60000000,60052138,5.6
Prisoners,146233,Drama,2013.0,46000000,122126687,7.9
The East,87499,Drama,2013.0,6500000,2401510,6.5
The Host,72710,Action,2013.0,44000000,63327201,6.0
Oblivion,75612,Action,2013.0,120000000,286168572,6.4
Safe Haven,112949,Romance,2013.0,28000000,97594140,6.9
Movie 43,87818,Comedy,2013.0,6000000,32438988,4.4
The Hunger Games: Catching Fire,101299,Adventure,2013.0,130000000,847423452,7.4
Getaway,146227,Action,2013.0,18000000,10501938,4.9
Gravity,49047,Science Fiction,2013.0,105000000,716392705,7.3
